"model","P","V","I","L","m1","alpha","seasonDistribution","mu","sd","max","min","m2","gamma"
"determinate",1,1,0,0,0.75,0.95,"uniform",NA,NA,5,2.5,0.75,1
"determinate",1,1,0,0,0.8,0.95,"uniform",NA,NA,5,2.5,0.8,1
"determinate",1,1,0,0,0.85,0.95,"uniform",NA,NA,5,2.5,0.85,1
"determinate",1,1,0,0,0.9,0.95,"uniform",NA,NA,5,2.5,0.9,1
"determinate",1,1,0,0,0.95,0.95,"uniform",NA,NA,5,2.5,0.95,1
"determinate",1,1,0,0,1,0.95,"uniform",NA,NA,5,2.5,1,1
"determinate",1,1,0,0,0.5,1,"uniform",NA,NA,5,2.5,0.5,1
"determinate",1,1,0,0,0.55,1,"uniform",NA,NA,5,2.5,0.55,1
"determinate",1,1,0,0,0.6,1,"uniform",NA,NA,5,2.5,0.6,1
"determinate",1,1,0,0,0.65,1,"uniform",NA,NA,5,2.5,0.65,1
"determinate",1,1,0,0,0.7,1,"uniform",NA,NA,5,2.5,0.7,1
"determinate",1,1,0,0,0.75,1,"uniform",NA,NA,5,2.5,0.75,1
"determinate",1,1,0,0,0.8,1,"uniform",NA,NA,5,2.5,0.8,1
"determinate",1,1,0,0,0.85,1,"uniform",NA,NA,5,2.5,0.85,1
"determinate",1,1,0,0,0.9,1,"uniform",NA,NA,5,2.5,0.9,1
"determinate",1,1,0,0,0.95,1,"uniform",NA,NA,5,2.5,0.95,1
"determinate",1,1,0,0,1,1,"uniform",NA,NA,5,2.5,1,1
